who,what,when,where,how_nfp,how_nr,how_op,how_cc,how_year,how_policy,why,contact (surname),contact (firstname),contact (current only),Provider (surname),Provider (firstname),Provider (mail),address (postal),address (location)
"UCSD School of Medicine, Department of Neurosciences, Mobley Lab",87300,2013-04-01,http://onelaboratory.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
University of Michigan Libaries,87302,2013-04-01,https://www.lib.umich.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"801 Monroe St, Ann Arbor, MI 48104, USA","801 Monroe St, Ann Arbor, MI 48104, USA"
Hawaii State Archives,70111,2013-04-10,https://digitalarchives.hawaii.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"364 S. King Street, Honolulu, Hawai'i 96813, USA","364 S. King Street, Honolulu, Hawai'i 96813, USA"
Service des archives régionales de Wallonie,44119,2013-05-27,http://archives.wallonie.be/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Place Joséphine-Charlotte 2, 5100 Namur, Belgium","Place Joséphine-Charlotte 2, 5100 Namur, Belgium"
Penn State Institutes of Energy & Environment/PSU Data Commons,88113,2013-06-18,https://escience.washington.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"201 Old Main, University Park, Pennsylvania 16802, USA","Pollock Rd, University Park, PA 16802, USA"
San Francisco Symphony,79687,2013-07-28,https://www.sfsymphony.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"201 Van Ness Avenue, San Francisco, CA 94102, USA","201 Van Ness Avenue, San Francisco, CA 94102, USA"
American Numismatic Society,53695,2013-08-22,http://numismatics.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"75 Varick Street, New York, NY 10013, USA","75 Varick Street, New York, NY 10013, USA"
Advanced Graphics Lab,87919,2013-08-31,https://web.ece.ucsb.edu/~psen/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"552 University Rd, Santa Barbara, CA 93106, USA","552 University Rd, Santa Barbara, CA 93106, USA"
Cyberinfrastructure for Atomistic Materials Science,87920,2013-09-09,https://cams.mse.ufl.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Rhines Hall, Gainesville, FL 32611-6400, USA","Rhines Hall, Gainesville, FL 32603, USA"
US Environmental Protection Agency,27703,2013-09-13,https://epa.gov,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1200 Pennsylvania Avenue, N.W., Washington, DC 20460, USA","1200 Pennsylvania Avenue, N.W., Washington, DC 20004, USA"
"Institute of Transportation Studies, UC Berkeley",87922,2013-09-30,https://its.berkeley.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
Lafayette College Libraries,76267,2013-10-09,https://www.lafayette.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"710 Sullivan Road, Lafayette College, Easton, PA 18042-1797, USA","730 High St, Easton, PA 18042, USA"
Duke University,87924,2013-10-14,https://library.duke.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"411 Chapel Drive, Durham, NC 27708, USA","411 Chapel Drive, Durham, NC 27708, USA"
University College Dublin,87925,2013-10-18,https://www.ucd.ie/library,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Belfield Dublin 4, Ireland","University College Dublin, Belfield Dublin 4, Ireland"
Berkeley Research IT,87928,2013-11-05,https://research-it.berkeley.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
Universidad Nacional de Costa Rica,11629,2013-11-08,https://www.dtic.una.ac.cr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Avenue 1 Calle 1, Heredia 86-3000, Costa Rica","Avenida 1, Calle 9 Heredia 86 Heredia, 40101, Costa Rica"
Fundación Biblioteca Virtual Miguel de Cervantes,59851,2013-11-21,http://www.cervantesvirtual.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2013,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Plaza de Manuel Gómez Moreno, n.º 2, 28020 MADRID, Spain","Plaza de Manuel Gómez Moreno, n.º 2, 28020 MADRID, Spain"
Otolaryngology Online Journal,43777,2014-01-30,https://www.alliedacademies.org/otolaryngology-online-journal/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,Anonyme,Anonyme,contact@email.com,,,,"154 Chestnut Creek Road, Candler, NC 28715, USA","154 Chestnut Creek Road, Candler, NC 28715, USA"
Berkeley Seismological Laboratory,87932,2014-02-13,http://seismo.berkeley.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
James Madison University,27361,2014-02-20,https://www.jmu.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,Anonyme,Anonyme,contact@email.com,,,,"800 S Main St, Harrisonburg, VA 22807, USA","800 S Main St, Harrisonburg, VA 22801, USA"
Colectica - Statistical Data Management,14365,2014-03-11,https://www.colectica.com,True,NR,OP,(:unkn) unknown,2014,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1428 Washington Ave S STE 203, Minneapolis, Minnesota, USA","1428 S Washington Ave #203, Minneapolis, MN 55454, USA"
Washington University in St. Louis,87936,2014-03-18,https://www.wustl.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"St. Louis MO 63130, USA","St. Louis MO 63130, USA"
UCSB Writing Program,87940,2014-04-16,https://www.writing.ucsb.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"552 University Rd, Santa Barbara, CA 93106, USA","552 University Rd, Santa Barbara, CA 93106, USA"
University of Southern California,23941,2014-04-23,https://www.usc.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,Anonyme,Anonyme,contact@email.com,,,,"651 W 35th St, Los Angeles, CA 90089, USA","651 W 35th St, Los Angeles, CA 90089, USA"
AsWeGrow,10945,2014-05-05,https://teachpitch.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,Anonyme,Anonyme,contact@email.com,,,,"11 Sangora Rd, SW11 1RL, London, UK","11 Sangora Rd, SW11 1RL, London, UK"
PharmaTutor,59509,2014-05-09,https://www.pharmatutor.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,Anonyme,Anonyme,contact@email.com,,,,"601/A, RJD Gajera Business Hub, Nr. Nagina Vadi, Katargam, Surat - 395004, India","601/A, RJD Gajera Business Hub, Nr. Nagina Vadi, Katargam, Surat - 395004, India"
Lawrence Berkeley National Laboratory,87941,2014-05-10,https://commons.lbl.gov/display/rst/Library,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
CLIVAR and Carbon Hydrographic Data Office,87942,2014-05-21,https://cchdo.ucsd.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
LBNL OpenMSI,87943,2014-06-12,https://openmsi.nersc.gov/openmsi/client,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
Grains Research and Development Corporation,33517,2014-06-13,https://www.grdc.com.au,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4, East Building,4 National Circuit, Barton ACT 2600, Australia","4 National Circuit, Barton ACT 2600, Australia"
Cyverse,87946,2014-07-08,https://cyverse.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1657 East Helen St, Tucson, AZ 85721, USA","1657 E Helen St, Tucson, USA"
University of California Davis,85140,2014-07-23,https://www.library.ucdavis.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"100 NW Quad, Davis, CA 95616, USA","100 NW Quad, Davis, CA 95616, USA"
"UC Davis, Social Science Data Service",85141,2014-07-23,https://www.ssds.ucdavis.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"100 NW Quad, Davis, CA 95616, USA","100 NW Quad, Davis, CA 95616, USA"
Utah State University,85142,2014-07-23,https://library.usu.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"3000 Old Main Hill, Logan, UT 84322, USA","3000 Old Main Hill, Logan, UT 84321, USA"
Canadian Writing Research Collaboratory,17102,2014-07-28,https://cwrc.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Edmonton AB, T6G 2J8, Canada","11121 Saskatchewan Dr NW Edmonton, AB T6G 2S1, Canada"
College of American Pathologists,78661,2014-08-08,https://www.cap.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,Anonyme,Anonyme,contact@email.com,,,,"325 Waukegan Road, Northfield, IL 60093-2750, USA","325 Waukegan Rd Northfield, IL 60093, USA"
The Smithsonian Institution,65665,2014-08-18,https://collections.nmnh.si.edu/search/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1000 Constitution Ave, NW Washington, D.C. 20560, USA","1000 Constitution Ave. NW Washington, DC 20224, USA"
iDASH Repository,85147,2014-10-13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3277627/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
Purdue Polytechnic Institute,88114,2014-10-14,https://polytechnic.purdue.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"610 Purdue Mall, West Lafayette, IN 47907, USA","610 Purdue Mall, West Lafayette, IN 47907, USA"
"Revista de Arte, Ciência e Comunicação",14023,2014-10-26,https://revistas.rcaap.pt/artciencia/about,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Rua Gago Coutinho, 2615-086 Alverca, Lisboa, Portugal","Rua Gago Coutinho 2615-086 Alverca do Ribatejo, Portugal"
DataMares,83022,2014-11-10,http://datamares.ucsd.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
"Instituto de Etnomusicologia - Centro de Estudos em Música e Dança, Faculdade de Motricidade Humana",10603,2014-12-09,https://www.fcsh.unl.pt/unidades-investigacao/instituto-de-etnomusicologia-centro-de-estudos-em-musica-e-danca-inet-md-nova-fcsh/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Ave. de Berna, 26 C, 1069-061 Lisbon, Portugal","Ave. de Berna, 26 C, 1069-061 Lisbon, Portugal"
Bibliothèque Nationale du Royaume du Maroc,45830,2014-12-19,http://www.bnrm.ma/bnrm,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Avenue Ibn Khaldoun, Rabat, Morocco","Avenue Ibn Khaldoun, Rabat, Morocco"
Dartmouth College Library,83024,2014-12-19,https://library.dartmouth.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"6025 Baker Library, Hanover, NH 03755, USA","6025 College St, Hanover, NH 03755, USA"
"National University of Ireland, Galway",83025,2015-01-06,https://www.nuigalway.ie/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"University Road, Galway, Ireland","University Road, Galway, Ireland"
Berkeley Law Library,85779,2015-02-07,https://www.law.berkeley.edu/library.htm,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
"UCSB Climate Hazards Group, Dept of Geography",85788,2015-02-11,https://www.chc.ucsb.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"552 University Rd, Santa Barbara, CA 93106, USA","552 University Rd, Santa Barbara, CA 93106, USA"
Drug Design Data Resource,85782,2015-02-18,https://drugdesigndata.org//,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
University of Wyoming Libraries,85786,2015-02-23,https://www.uwyo.edu/libraries/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1000 E. University Ave. Laramie, WY 82071, USA","1000 E. University Ave. Laramie, WY 82071, USA"
Sprint Investify,16759,2015-03-03,https://www.ExpertJournals.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Sibiu 557260, Romania","Strada Mihai Viteazul 17 Șelimbăr 557260, Roumania"
Montana State University,75788,2015-03-04,https://www.montana.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"Bozeman MT 59717, USA","Culbertson Hall, 100, Bozeman, MT 59717, USA"
Morphosource Project,87602,2015-03-26,https://morphosource.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"411 Chapel Drive, Durham, NC 27708, USA","411 Chapel Drive, Durham, NC 27708, USA"
Texas Advanced Computing Center,87603,2015-03-30,https://www.tacc.utexas.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"10100 Burnet Rd, (R8700) Austin, TX 78758, USA","10100 Burnet Rd, (R8700) Austin, TX 78758, USA"
Chicago Collections Consortium,87607,2015-04-01,https://chicagocollections.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"2350 N Kenmore Ave, 116-D, Chicago, IL 60614, USA","2350 N Kenmore Ave, 116-D, Chicago, IL 60614, USA"
UTA Institute of Classical Archaeology,87610,2015-04-06,https://liberalarts.utexas.edu/ica/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"The College of Liberal Arts , The University of Texas at Austin , 116 Inner, Campus Dr Stop G6000, Austin, TX 78712, USA","116 Inner Campus Drive, Austin, TX 78712, USA"
IEEE Publishing Technology,35911,2015-04-24,https://ieee.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"3 Park Avenue, 17th Floor, New York, N.Y. 10016-5997, USA","3 Park Avenue, 17th Floor, New York, N.Y. 10016-5997, USA"
The Silent Film Sound & Music Archive,22915,2015-04-28,http://www.sfsma.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2211 College View Dr., Redding, CA 96003, USA","2211 College View Dr., Redding, CA 96003, USA"
UC San Diego Department of Biomedical Informatics,87908,2015-05-11,https://dbmi.ucsd.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
Российский Лингвистический Бюллетень (Russian Linguistic Bulletin),45487,2015-05-22,http://rulb.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Yekaterinburg, 620137, Russia","Yekaterinburg, 620137, Russia"
Miami Project to Cure Paralysis,77913,2015-05-27,http://regenbase.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1300 Memorial Drive, Coral Gables FL 33134, USA","1300 Memorial Dr, Coral Gables, FL 33146, USA"
Ohio Supercomputer Center,19495,2015-06-01,https://osc.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1224 Kinnear Road, Columbus, Ohio 43212, USA","1224 Kinnear Road, Columbus, Ohio 43212, USA"
Caltech Archives,77914,2017-08-02,https://resolver.caltech.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2017,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"1200 E. California Blvd. Pasadena, CA 91125-3200, USA","1200 E. California Blvd. Pasadena, CA 91125, USA"
Andrews University,68060,2015-06-25,https://www.andrews.edu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"8753 University Blvd, Berrien Springs, MI 49104, USA","8975 Old 31, Berrien Springs, MI 49104, USA"
Center for Nanotechnology in Society,87915,2015-06-26,http://www.cns.ucsb.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"552 University Rd, Santa Barbara, CA 93106, USA","552 University Rd, Santa Barbara, CA 93106, USA"
Universitatea de Vest din Timişoara,29071,2015-07-01,https://www.uvt.ro,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Bulevardul Vasile Pârvan 4, Timișoara, Romania","Bulevardul Vasile Pârvan 4 Timișoara 300222, Romania"
Drexel University Libraries,87918,2015-07-13,https://www.library.drexel.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"3300 Market St., Philadelphia PA 19104, USA","3141 Chestnut Street, Philadelphia, PA 19104, USA"
Laboratory for Basic and Translational Cognitive Neuroscience,88115,2015-08-13,https://mindbrain.ucdavis.edu/research/research-labs-folder/translational-cognitive-neuroscience,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"267 Cousteau Place Davis, CA 95618, USA","267 Cousteau Place Davis, CA 95618, USA"
Geotechnical Extreme Events Reconnaissance,88118,2015-08-28,http://geerassociation.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
Sanglap: Journal of Literary and Cultural Inquiry,16076,2015-08-28,http://sanglap-journal.in/index.php/sanglap,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"IIT Gandhinagar AB 4/333a, Gujarat, India","Buxa Feeder Road, Alipurduar, West Bengal 736121, India"
Facebase Consortium,88119,2015-09-08,https://www.facebase.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"4674 Admiralty Way, Marina del Rey, CA 90292, USA","4674 Admiralty Way, Marina del Rey, CA 90292, USA"
USC ISI Informatics Systems Research Division,88120,2015-09-08,https://www.isi.edu/technology_groups/isrd/overview,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"4674 Admiralty Way, Marina del Rey, CA 90292, USA","4674 Admiralty Way, Marina del Rey, CA 90292, USA"
Biblioteca Digitale Ligure,64639,2015-10-11,https://bibliotecadigitale.regione.liguria.it/opacbdl/opac/bdl/index.jsp;jsessionid=1C4EEA2468CBEAE780032963752A4B9D,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Via Fieschi 17 - piano U6, I-16121 Genova GE, Italy","Via Fieschi 17 - piano U6, I-16121 Genova GE, Italy"
Institute for Research in Classical Philosophy and Science,51643,2015-11-17,https://www.ircps.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1077-3 Kerrimuir Road, Baysville, ON P0B 1A0, CANADA","1077 Kerrimuir Rd #3Baysville, ON P0B 1A0, Canada"
Société archéologique de Namur,12998,2015-11-20,https://www.lasan.be,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Rue de Fer 35, 5000 Namur, Belgium","Rue de Fer 35, 5000 Namur, Belgium"
"United Nations Educational, Scientific and Cultural Organization",48223,2015-12-03,https://en.unesco.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,Anonyme,Anonyme,contact@email.com,,,,"UNESCO, New Delhi, Delhi 110029, India","1, San Martin Marg, Chanakyapuri, New Delhi, Delhi 110021, India"
Energy Analysis and Environmental Impacts,88431,2015-12-05,https://energyanalysis.lbl.gov/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
Southern California Ocean Observing System,88436,2015-12-09,https://sccoos.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"University of California, San Diego, Scripps Institution of Oceanography, 8880 Biological Grade, MESOM Bldg - rms 155 and 157, La Jolla, CA 92037, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
Coastal Data Information Program,88437,2015-12-09,http://cdip.ucsd.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"9500 Gilman Dr, La Jolla, CA 92093, USA","9500 Gilman Dr, La Jolla, CA 92093, USA"
Bibliothèque nationale du Luxembourg,70795,2016-01-09,https://persist.lu,False,NR,OP,CC,2016,https://info.persist.lu/en/arks-at-the-bnl/,ARK,Anonyme,Anonyme,contact@email.com,,,,"37 bd F-D Roosevelt, 2450 Luxemburg, Luxembourg","37 Boulevard Franklin Delano Roosevelt, 1536 Luxemburg, Luxemburg"
Joint Center for Artificial Photosynthesis in Chemical Sciences Division,88734,2016-01-19,https://solarfuelshub.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1200 E. California Blvd. Pasadena, CA 91125-3200, USA","1200 E. California Blvd. Pasadena, CA 91125-3200, USA"
bioCADDIE,57799,2016-01-20,https://biocaddie.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK only,Anonyme,Anonyme,contact@email.com,,,,"500 Gilman Drive, La Jolla, CA 92092-0608, USA","500 Gilman Dr San Diego, CA 92161, USA"
Durham University Library,32150,2016-02-16,http://n2t.durham.ac.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Palace Green, Durham DH1 3RN, United Kingdom","Palace Green, Durham DH1 3RN, United Kingdom"
Durham Cathedral Library,19154,2016-02-16,http://n2t.durham.ac.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"The College, Durham DH1 3EH, United Kingdom","5 The College, Library (Heritage Collections), Durham DH1 3EH, United Kingdom"
Ushaw College Library,80371,2016-02-16,http://n2t.durham.ac.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Stockton Road, Durham, DH1 3LE, UK","Woodland Rd, Durham DH7 9RH, United Kingdom"
UCLA Civil and Environmental Engineering,80352,2016-03-11,https://www.cee.ucla.edu/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"420 Westwood Plaza 5731 Boelter Hall Los Angeles, CA 90095 USA","580 Portola Plaza, Los Angeles, CA 90095, USA"
UC Observatories,80353,2016-03-16,https://www.ucobservatories.org/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"1156 High Street, Santa Cruz, CA 95064, USA","1156 High Street, Santa Cruz, CA 95064, USA"
Berkeley Linguistics Society,80354,2016-03-18,http://linguistics.berkeley.edu/bls/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
LBNL Climate & Ecosystems Science Division,80358,2016-03-30,https://esd.lbl.gov/our-divisions/climate-ecosystem-sciences,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,EZID ARK,Anonyme,Anonyme,contact@email.com,,,,"101 Sproul Hall, Berkeley, CA 94704, USA","Barrow Ln, Berkeley, CA 94704, USA"
