org_id,org_who,org_what,org_when,org_when_mmyyyy,org_field,org_area,org_where,org_where_resolver,org_where_collection,org_nfp,org_nr,org_op,org_cc,org_year,org_policy,org_why,org_ezid,org_contact_surname,org_contact_firstname,org_contact_email,org_provider_surname,org_provider_firstname,org_provider_email,org_address_postal,org_address_location,org_address_map,org_latitude,org_longitude,org_postcode,org_country
62,Complex Systems Digital Campus  ,69427,2014-01-15,2014-01-01,IT,,https://www.cs-dc.org/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"7, place de Fontenoy, Paris, France","218 Rue Du Faubourg Saint Martin, 75010, Paris, France","218 Rue Du Faubourg Saint Martin, 75010, Paris, France",48.8800281,2.3640277,75010,France
63,Archives départementales de l'Yonne,56431,2014-01-17,2014-01-01,archives,departemental,https://archives.yonne.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"37, rue Saint-Germain, 89000, Auxerre, France","37, rue Saint-Germain, 89000, Auxerre, France","37, rue Saint-Germain, 89000, Auxerre, France",47.8005726,3.5709343,89000,France
64,Archives de Saint-Etienne,79003,2014-02-08,2014-02-01,archives,municipal,https://www.archives.saint-etienne.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"164 Cours Fauriel, 42100, Saint-Étienne, France","164 Cours Fauriel, 42100, Saint-Étienne, France","164 Cours Fauriel, 42100, Saint-Étienne, France",45.4219037,4.4097302,42100,France
65,Archives départementales d'Eure-et-Loir,66007,2014-02-14,2014-02-01,archives,departemental,http://www.archives28.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Département d'Eure-et-Loir, 1, place Châtelet, 28026 Chartes Cedex, France","Esplanade Martial Taugourdeau - Pont de Mainvilliers, 28026, Chartres, France","esplanade, 28000, Chartres, France",48.4456534,1.50837150127907,28026,France
66,Archives du Musée Picasso,53353,2014-02-17,2014-02-01,archives,,https://www.museepicassoparis.fr/fr/consultation-de-la-documentation-et-des-archives,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"5 rue de Thorigny, 75003, Paris, France","5 rue de Thorigny, 75003, Paris, France","5 rue de Thorigny, 75003, Paris, France",48.8598698,2.36211517626794,75003,France
67,Archives départementales de Tarn-et-Garonne,40357,2014-02-20,2014-02-01,archives,departemental,http://www.archives82.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"100 Boulevard Hubert Gouze BP 783 82013 Montauban cedex, France","14 avenue du dixième Dragons, 82000, Montauban, France","82000, Montauban, France",44.0138893,1.36234177663814,82000,France
68,Archives départementales des Ardennes,75583,2014-03-17,2014-03-01,archives,departemental,https://archives.cd08.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Département des Ardennes, Hôtel du Département, CS 20001, 08011 Charleville-Mézières Cedex, France","10 rue de la Porte de Bourgogne, 08000, Charleville-Mézières, France","10 rue de la Porte de Bourgogne, 08000, Charleville-Mézières, France",49.7602625,4.7231957,8000,France
69,Institut National de Physique Nucléaire et de Physique des Particules du CNRS,62929,2014-03-21,2014-03-01,research,national,https://in2p3.cnrs.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"3 rue Michel-Ange - F-75794 Paris cedex 16, France","10 Rue Alice Domon et Léonie Duquet, 75013, Paris, France","10 Rue Alice Domon et Léonie Duquet, 75013, Paris, France",48.8285918,2.3831067,75013,France
70,Archives départementales de l'Ille-et-Vilaine,49933,2014-03-21,2014-03-01,archives,departemental,https://archives.ille-et-vilaine.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1 avenue de la Préfecture, CS 20218, 35042 Rennes Cedex, France","1 rue Jacques-Léonard, 35000, Rennes, France","1 rue Jacques-Léonard, 35000, Rennes, France",48.128541,-1.6933547,35000,France
71,Archives départementales des Yvelines,36937,2014-03-25,2014-03-01,archives,departemental,https://archives.yvelines.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Avenue de Lunca, 78180, Montigny-le-Bretonneux, France","Avenue de Lunca, 78180, Montigny-le-Bretonneux, France","Avenue de Lunca, 78180, Montigny-le-Bretonneux, France",48.7888786,2.0453336,78180,France
72,Université Lille,72505,2014-05-06,2014-05-01,university,,https://www.univ-lille.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"42, rue Paul Duez, 59000, Lille, France","42, rue Paul Duez, 59000, Lille, France","42, rue Paul Duez, 59000, Lille, France",50.6337767,3.0743151,59000,France
73,Sciences Po,46513,2014-05-21,2014-05-01,university,,https://catalogue-bibliotheque.sciencespo.fr/discovery/search?vid=33USPC_SPO:SPO,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"27, rue Saint-Guillaume, 75007, Paris, France","27, rue Saint-Guillaume, 75007, Paris, France","27, rue Saint-Guillaume, 75007, Paris, France",48.854141,2.328387,75007,France
74,Cité des Sciences et de l'industrie,20521,2014-06-13,2014-06-01,research,,https://www.cite-sciences.fr/fr/accueil/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"30 Avenue Corentin Cariou, 75019, Paris, France","30 Avenue Corentin Cariou, 75019, Paris, France","30 Avenue Corentin Cariou, 75019, Paris, France",48.8957518,2.3879761,75019,France
75,Assemblée Nationale,69085,2014-06-17,2014-06-01,government agency,national,https://www.assemblee-nationale.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"126 rue de l'Université 75355 Paris 07 SP, France","126 Rue de l'Université, 75007, Paris, France","126 Rue de l'Université, 75007, Paris, France",48.8608616,2.3183886,75007,France
76,Cité Numérique de la Méditerranée,56089,2014-07-03,2014-07-01,research,,https://cinumed.mmsh.univ-aix.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"5, rue du Château de l'horloge, BP 647, 13094 Aix-en-Provence, France","5, rue du Château de l'horloge, 13090, Aix-en-Provence, France","5, rue du Château de l'horloge, 13090, Aix-en-Provence, France",43.5273257,5.4197288,13090,France
77,Equipex Biblissima,43093,2014-07-24,2014-07-01,library,,https://biblissima.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Campus Condorcet, Bâtiment EPCC - Hôtel à projets (bureau 2033), 8, cours des Humanités, 93322 Aubervilliers CEDEX , France","20 avenue George Sand, 93210, La Plaine Saint-Denis, France","20 avenue George Sand, 93210, La Plaine Saint-Denis, France",48.908212,2.364712,93210,France
78,Archives municipales d'Armentières,30097,2014-07-25,2014-07-01,archives,municipal,https://archives.ville-armentieres.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"26 Avenue Aristide Briand, 59280 Armentières, France","26 Avenue Aristide Briand, 59280, Armentières, France","26 Avenue Aristide Briand, 59280, Armentières, France",50.6889343,2.8831806,59280,France
79,Archives départementales de la Meuse,52669,2014-08-19,2014-08-01,archives,departemental,http://archives.meuse.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"26, route d'Aulnois, BP 50532, 55 012 Bar-le-Duc, France","26, route d'Aulnois, 55000, Bar-le-Duc, France","26, rue d'Aulnois, 55000, Bar-le-Duc, France",48.7578456,5.15636536707954,55000,France
80,Archives départementales de l'Ardèche,39673,2014-09-11,2014-09-01,archives,departemental,https://archives.ardeche.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Hôtel du Département, Quartier la Chaumette – BP 737, 07007 Privas cedex, France","14 Pl. Andre Malraux, 07000, Privas, France","14 Pl. Andre Malraux, 07000, Privas, France",44.7326192,4.5962519,7000,France
81,Fédération et Ressources sur l'Antiquité,26678,2014-09-19,2014-09-01,research,,https://www.frantiq.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,"EZID ARK, started as ARK",True,Anonyme,Anonyme,contact@email.com,,,,"MSH Mondes, 21 allée de l’Université, 92023 Nanterre Cedex, France","21 allée de l’Université, 92000, Nanterre, France","21 allée de l’Université, 92000, Nanterre, France",48.90427515,2.20973511978562,92000,France
82,Archives municipales de Bordeaux,75241,2014-10-29,2014-10-01,archives,municipal,https://archives.bordeaux-metropole.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Parvis des Archives, 33100, Bordeaux, France","Parvis des Archives, 33100, Bordeaux, France","Parvis des Archives, 33100, Bordeaux, France",44.8469613,-0.55447997334254,33100,France
83,Archives municipales de Rueil-Malmaison,62245,2014-10-29,2014-10-01,archives,municipal,http://archives.mairie-rueilmalmaison.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"13 Boulevard du Maréchal Foch, 92500 Rueil-Malmaison, France","Musée d'Histoire Locale, Place du 11 novembre 1918, 92500, Rueil-Malmaison, France","Place du 11-novembre-1918 et des Anciens Combattants, 92500, Rueil-Malmaison, France",48.87765965,2.18170814927472,92500,France
84,Archives municipales de Saint Brieuc,49249,2014-11-04,2014-11-01,archives,municipal,http://archives.saint-brieuc.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Service des Archives Municipales - Hôtel de Ville Place du Général De Gaulle - CS 72365 22023 Saint-Brieuc Cedex 1 22000 Saint Brieuc, France","3 Bis Rue Bel Orient, 22000, Saint-Brieuc, France","3B rue Bel Orient, 22000, Saint-Brieuc, France",48.5105691,-2.7672598,22000,France
85,Muséum d'Histoire Naturelle de Toulouse,36254,2014-11-06,2014-11-01,museum,municipal,https://www.museum.toulouse.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"35 Allées Jules Guesde, 31000, Toulouse, France","35 Allées Jules Guesde, 31000, Toulouse, France","35 Allées Jules Guesde, 31000, Toulouse, France",43.5940665,1.44911235743954,31000,France
86,Archives départementales des Hautes-Alpes,23599,2014-11-14,2014-11-01,archives,departemental,https://archives.hautes-alpes.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"22 Route de Rambaud, 05000, Gap, France","22 Route de Rambaud, 05000, Gap, France","22 Route de Rambaud, 05000, Gap, France",44.5617023,6.0944108,5000,France
87,Archives départementales de Maine-et-Loire,71821,2014-12-14,2014-12-01,archives,departemental,https://www.archives49.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2014,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"106, rue de Frémur, BP 80744, 49007 ANGERS CEDEX 01, France","106 Rue de Frémur, 49000, Angers, France","106 Rue de Frémur, 49000, Angers, France",47.4565656,-0.5606815,49000,France
88,Archives départementales de Meurthe et Moselle,33175,2015-01-05,2015-01-01,archives,departemental,http://www.archives.meurthe-et-moselle.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Esplanade Jacques Baudot, CO900 19, 54035 Nancy Cedex, France","1 Rue de la Monnaie, 54000, Nancy, France","1 Rue de la Monnaie, 54000, Nancy, France",48.6940077,6.1795321,54000,France
89,Bibliothèque numérique de Roubaix,20179,2015-01-06,2015-01-01,library,municipal,https://www.bn-r.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Hôtel de ville, 17 Grand’Place, 59100 Roubaix, France","2 Rue Pierre Motte, 59100, Roubaix, France","2 Rue Pierre Motte, 59100, Roubaix, France",50.6909398,3.175663,59100,France
90,Archives municipales de Villeurbanne,68401,2015-01-12,2015-01-01,archives,municipal,https://lerize.villeurbanne.fr/le-rize/archives-municipales/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"23 rue Valentin Haüy, 69100, Villeurbanne, Le Rize, CS 30028, 69625 Villeurbanne Cedex","23 rue Valentin Haüy, 69100, Villeurbanne, France","23 rue Valentin Haüy, 69100, Villeurbanne, France",45.7594794,4.884206,69100,France
91,Archives municipales de Blois,55406,2015-01-14,2015-01-01,archives,municipal,http://archives.blois.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Service Archives-Documentation, Hôtel de ville, 9 place Saint-Louis, 41012 BLOIS CEDEX, France","9 Place Saint-Louis, 41000, Blois, France","place Saint-Louis, 41000, Blois, France",47.5883597,1.33556635623231,41000,France
92,Archives départementales des Deux-Sèvres,58825,2015-01-30,2015-01-01,archives,departemental,https://archives-deux-sevres-vienne.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Maison du département, CS 58880, 79028 Niort Cedex, France","26 Rue de la Blauderie, 79000, Niort, France","26 Rue de la Blauderie, 79000, Niort, France",46.332278,-0.453764590953545,79000,France
93,Archives départementales de l'Aube,42751,2015-02-09,2015-02-01,archives,departemental,http://www.archives-aube.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Département de l'Aube, Hôtel du Département, 2 rue Pierre-Labonde, BP 394, 10026 Troyes cedex, France","131, rue Etienne Pédron, 10000, Troyes, France","131, rue Etienne Pédron, 10000, Troyes, France",48.3040624,4.0790017,10000,France
94,Bibliothèque municipale de Valenciennes – Médiathèque Simone Veil,29755,2015-02-13,2015-02-01,library,municipal,https://bibliotheque.ville-valenciennes.fr/iguana/www.main.cls?surl=home,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Mairie de Valenciennes, Place d’Armes, BP 90939, 59 304 Valenciennes Cedex, France","2 Rue Ferrand, 59300, Valenciennes, France","2 Rue Ferrand, 59300, Valenciennes, France",50.3597894,3.5194841,59300,France
95,Archives départementales de la Haute-Saône,77977,2015-03-03,2015-03-01,archives,departemental,http://archives.haute-saone.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"CS 20349, 70006 Vesoul Cedex, France","14 B Rue Miroudot Saint-Ferjeux, 70000, Vesoul, France","14 B Rue Miroudot Saint-Ferjeux, 70000, Vesoul, France",47.6306533,6.1593742,70000,France
96,Archives départementales des Hautes-Pyrénées,64982,2015-03-04,2015-03-01,archives,departemental,http://www.archivesenligne65.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Département des Hautes-Pyrénées, Direction Archives et patrimoines, 6 rue Gaston  Manent, CS71324, 65013 TARBES CEDEX 9, France","5 rue des Ursulines, 65000, Tarbes, France","5 rue des Ursulines, 65000, Tarbes, France",43.2329756,0.0693028,65000,France
97,Archives départementales de la Haute-Vienne,52328,2015-03-10,2015-03-01,archives,departemental,http://archives.haute-vienne.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1 allée Alfred Leroux, 87000, Limoges, France","1 allée Alfred Leroux, 87000, Limoges, France","1 allée Alfred Leroux, 87000, Limoges, France",45.81767155,1.23482655049983,87000,France
98,Archives de la Ville et de l'Eurométropole de Strasbourg,39332,2015-03-10,2015-03-01,archives,municipal,https://archives.strasbourg.eu,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"1 parc de l'Etoile, 67076 Strasbourg Cedex, France","32 avenue du Rhin, 67076, Strasbourg, France","32 avenue du Rhin, 67076, Strasbourg, France",48.5724417,7.7632194,67076,France
99,Archives départementales de l'Eure,26335,2015-03-25,2015-03-01,archives,departemental,https://archives.eure.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2 rue de Verdun, 27025, Evreux Cedex, France","2, rue de Verdun, 27000, Evreux, France","2, rue de Verdun, 27000, Evreux, France",49.0241488,1.1487313,27000,France
100,Office International de l'Eau,99160,2015-03-26,2015-03-01,association,national,https://www.oieau.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"21 rue de Madrid, 75008, Paris, France","21 rue de Madrid, 75008, Paris, France","21 rue de Madrid, 75008, Paris, France",48.8780485,2.3192025,75008,France
101,Archives départementales de la Sarthe,13339,2015-03-30,2015-03-01,archives,departemental,http://archives.sarthe.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"9 rue Christian Pineau, 72100, Le Mans, France","9 rue Christian Pineau, 72100, Le Mans, France","9 rue Christian Pineau, 72100, Le Mans, France",47.981305,0.2067671,72100,France
102,Archives municipales de Laval,74558,2015-04-10,2015-04-01,archives,municipal,https://archives.laval.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 Rue Prosper Brou, 53000, Laval, France","1 Rue Prosper Brou, 53000, Laval, France","1 Rue Prosper Brou, 53000, Laval, France",48.0771146,-0.7654368,53000,France
103,Archives départementales de la Charente,61904,2015-04-10,2015-04-01,archives,departemental,https://archives.lacharente.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"31 Boulevard Émile Roux - CS 60 000 - 16917 Angoulême Cedex 9, France","24 Avenue Gambetta, 16000, Angoulême, France","24 Avenue Gambetta, 16000, Angoulême, France",45.6523354,0.163163976916964,16000,France
104,Archives municipales de Béziers,48908,2015-04-19,2015-04-01,archives,municipal,http://archives.ville-beziers.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Mairie, 34543 Béziers Cedex, France","27 rue du 4 septembre, 34500, Béziers, France","27 rue du 4 septembre, 34500, Béziers, France",43.3427838,3.2138844,34500,France
105,Espace Mendès France,71480,2015-04-30,2015-04-01,library,,https://emf.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 pl. de la Cathédrale, CS 80964 86038 Poitiers cedex, France","1 Rue de la Cathédrale, 86000, Poitiers, France","1 Rue de la Cathédrale, 86000, Poitiers, France",46.5805749,0.3481162,86038,France
106,Archives départementales des Alpes de Haute Provence,58484,2015-05-19,2015-05-01,archives,departemental,http://www.archives04.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"2 Rue du Trelus, 04000, Digne-les-Bains, France","2 Rue du Trelus, 04000, Digne-les-Bains, France","2 Rue du Trelus, 04000, Digne-les-Bains, France",44.09024135,6.23929350671742,4000,France
107,Archives de la ville de Romans,32491,2015-06-01,2015-06-01,archives,municipal,http://www.archives-ville-romans.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"3 Rue des Clercs, 26100, Romans-sur-Isère, France","3 Rue des Clercs, 26100, Romans-sur-Isère, France","3 Rue des Clercs, 26100, Romans-sur-Isère, France",45.0425119,5.0508274,26100,France
108,Médiathèques du Grand Dole,55063,2015-06-26,2015-06-01,library,municipal,https://mediatheques.grand-dole.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2 Rue Bauzonnet, 39100, Dole, France","2 Rue Bauzonnet, 39100, Dole, France","2 Rue Bauzonnet, 39100, Dole, France",47.0901734,5.4928137,39100,France
109,Archives de la Loire Atlantique,42067,2015-06-30,2015-06-01,archives,departemental,https://archives.loire-atlantique.fr/44/accueil-archives/j_6,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"6 rue de Bouillé, CS 23505, 44035 Nantes cedex 1, France","6 rue de Bouillé, 44000, Nantes, France","6 rue de Bouillé, 44000, Nantes, France",47.2251748,-1.5578086,44000,France
110,Archives Municipales Aix En Provence,77636,2015-09-11,2015-09-01,archives,municipal,http://aix.arkotheque.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Hôtel de Ville, 13616 Aix-en-Provence Cedex 1, France","25 allée de Philadelphie, 13100, Aix-en-Provence, France","25 allée de Philadelphie, 13100, Aix-en-Provence, France",43.5269033,5.43871810746677,13100,France
111,Bibliography on the Architecture of Ancient Theater,38647,2015-11-18,2015-11-01,research,,https://www.iraa.mom.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"MSH Maison de l'Orient et de la Méditerranée - Jean Pouilloux 7 rue Raulin - 69365 Lyon cedex 7, France","7 rue Raulin, 69007, Lyon, France","7 rue Raulin, 69007, Lyon, France",45.7493468,4.8364041,69007,France
112,École nationale supérieure des mines de Paris,25652,2015-11-18,2015-11-01,university,national,https://www.minesparis.psl.eu/,,,False,NR,OP,CC,2015,https://patrimoine.mines-paristech.fr/ark/policy,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"60 Boulevard Saint-Michel, 75006, Paris, France","60 Boulevard Saint-Michel, 75006, Paris, France","60 Boulevard Saint-Michel, 75006, Paris, France",48.8456294,2.3396851,75006,France
113,Laboratoire de Recherche des Monuments Historiques,87211,2015-11-23,2015-11-01,research,,https://www.lrmh.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"29 rue de Paris, 77420, Champs-sur-Marne, France","29 rue de Paris, 77420, Champs-sur-Marne, France","29 rue de Paris, 77420, Champs-sur-Marne, France",48.8523196,2.6014807,77420,France
114,Service Ressources patrimoniales et culturelles du département de l'Ain,74215,2015-11-30,2015-11-01,administrative district,,https://patrimoines.ain.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Hôtel du Département, 45 avenue Alsace-Lorraine BP 114, 01000 BOURG EN BRESSE Cedex, France","45 avenue Alsace-Lorraine, 01000, Bourg-en-Bresse, France","45 avenue Alsace-Lorraine, 01000, Bourg-en-Bresse, France",46.202349,5.22224154222222,1000,France
115,Mappemonde,61219,2015-12-01,2015-12-01,publication,,http://mappemonde.mgm.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"M@ppemonde, UMR ESPACE, Université d’Avignon, Case 19 – 74 rue Louis Pasteur, 84029 Avignon Cedex, France","74 rue Louis Pasteur, 84029, Avignon, France","74 rue Louis Pasteur, 84029, Avignon, France",43.94915615,4.81800084304089,84029,France
116,Université de Haute-Alsace,35228,2015-12-05,2015-12-01,university,,http://www.scd.uha.fr/flora3/jsp/portal/index.jsp,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4 rue des Frères Lumière, 68093 Mulhouse CEDEX, France","18 Rue des Frères Lumière, 68100, Mulhouse, France","18 Rue des Frères Lumière, 68100, Mulhouse, France",47.7280026,7.3084472,68100,France
117,Archives départementales de la Vendée,22574,2015-12-14,2015-12-01,archives,departemental,http://www.archives.vendee.fr/,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2015,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"14, rue Haxo - BP 34 - 85001 La Roche-sur-Yon Cedex, France","14 Rue Haxo, 85000, La Roche-sur-Yon, France","14 Rue Haxo, 85000, La Roche-sur-Yon, France",46.6686191,-1.4282865,85000,France
118,Archives municipales de Saumur,83791,2016-01-05,2016-01-01,archives,municipal,http://archives.ville-saumur.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Hôtel de Ville, Rue Molière, CS 540030, 49 408 Saumur cedex, France","25 Quai Carnot, 49400, Saumur, France","25 Quai Carnot, 49400, Saumur, France",47.2615727,-0.0771321,49400,France
119,Université de Caen Normandie,44804,2016-01-21,2016-01-01,university,,https://www.unicaen.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Espl. de la Paix, 14032, Caen, France","Espl. de la Paix, 14032, Caen, France","Esplanade de la Paix, 14032, Caen, France",49.1887627,-0.3639661,14032,France
120,Institut de l'information scientifique et technique,67375,2016-03-30,2016-03-01,research,national,https://www.inist.fr,,,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2016,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2, Allée du Parc de Brabois, Rue Jean Zay, 54500, Vandœuvre-lès-Nancy, France","2, Allée du Parc de Brabois, Rue Jean Zay, 54500, Vandœuvre-lès-Nancy, France","2, Allée du Parc de Brabois, 54500, Vandœuvre-lès-Nancy, France",48.6551612,6.1498641,54500,France
